Tract,sf_num_loans,sf_med_income,sf_med_upb,indian,asian,black,hawai,white,mean_age,sf_purchase,sf_refinance,sf_rehab,sf_cashout,sf_na,mf_num_loans,mf_med_upb,mf_purchase,mf_refinance,mf_rehab,mf_cashout,mf_na,NAME,unitE,unitM,geometry,family
457200,293,65000,115000,2,1,2,0,257,37.71331058020478,173,107,0,13,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4572, Allegheny County, Pennsylvania",1726,129,"list(list(c(1310181.26443604, 1310296.3072022, 1310488.95096815, 1310867.29579711, 1311707.38433137, 1312516.24291692, 1314720.01756408, 1314919.17973226, 1314960.58587912, 1314989.7391992, 1314890.88350214, 1314244.16794383, 1313831.35441339, 1314833.65369559, 1314864.05288486, 1316940.19693758, 1316213.7246936, 1315715.97517177, 1314739.71176659, 1314024.28032528, 1313469.8103483, 1312779.66178276, 1311751.1730793, 1311263.94279678, 1310723.44073266, 1310785.14488949, 1310043.74657348, 1310181.26443604, 
78057.5916313423, 78329.2792655739, 78675.7586685382, 79094.0853153355, 79994.8220714924, 80559.2826881343, 80715.9784765748, 80791.4994575995, 80518.834383256, 80226.0898836363, 80055.6355099288, 78548.8706288057, 78440.8784106034, 77942.7891655027, 77613.5616878392, 76462.8622395477, 75769.5474786312, 76265.2233359275, 76842.3915767159, 75673.9130586254, 75444.7474734766, 75456.9273724016, 75333.2643542938, 76263.5848282694, 76322.4135048782, 76427.5274961757, 77330.1756000377, 78057.5916313423
)))",Single Family only
458000,1371,108000,230000,2,81,11,1,1136,41.560904449307074,776,483,0,112,0,2,26340000,2,0,0,0,0,"Census Tract 4580, Allegheny County, Pennsylvania",3869,215,"list(list(c(1294648.61969223, 1294871.07527857, 1295409.51038227, 1295274.2785417, 1295293.04993777, 1295238.40230913, 1296549.41436349, 1298994.85525489, 1300053.87297287, 1301088.85730312, 1303253.12030621, 1303388.56900769, 1304441.83552778, 1304770.33840718, 1305659.15373311, 1306281.45039091, 1307410.70509382, 1308586.17751956, 1310170.59527871, 1310042.51750517, 1310979.63306901, 1311193.94181086, 1311691.9666804, 1311497.0851779, 1312491.91428963, 1314154.35170377, 1314297.0662234, 1314387.22885521, 
1313913.05450065, 1313850.13801829, 1314019.26879335, 1314170.33483189, 1314555.15115701, 1314276.66170812, 1313919.34213308, 1314950.63227762, 1315881.93537081, 1315690.98181864, 1315319.99746953, 1314383.67710178, 1314209.21103907, 1315131.60433938, 1315229.49366729, 1314919.17973226, 1314720.01756408, 1312516.24291692, 1312428.98160672, 1311726.50678089, 1310279.52117122, 1309932.07955384, 1308864.65198304, 1308456.61923006, 1308051.43979966, 1308103.54246732, 1307446.20878802, 1307998.63554893, 
1306889.2666906, 1305595.30393277, 1304700.79378792, 1303394.73512345, 1302400.31426193, 1300399.02483826, 1299616.78667775, 1297847.8176806, 1294616.03946867, 1294648.61969223, 92884.2689074362, 95151.4081494946, 101042.999332897, 101118.580408703, 102229.76189213, 102387.655713826, 103419.407858874, 106157.225919968, 106471.185196985, 105958.46180402, 105488.947722895, 105280.00223186, 105163.850452294, 105299.505233769, 104956.120496334, 104420.714007896, 103813.462634787, 103406.926642659, 103510.130179878, 
102920.607372532, 102749.235019667, 101731.210708199, 101545.235320132, 100414.804090281, 98777.0486929595, 97895.3802337063, 95320.0570807725, 93877.5251851141, 93111.1180733782, 91850.6074634892, 91685.2785826332, 91665.5068215511, 89556.7189029554, 89451.6441576936, 88321.2217118582, 88435.4084691073, 88202.4367886742, 87490.6582258872, 85812.7608723362, 84774.1907386504, 84169.1335188142, 82571.7368838542, 81306.5007742715, 80791.4994575995, 80715.9784765748, 80559.2826881343, 80703.0768523349, 
80605.1858340341, 81087.1045830202, 81902.4722628251, 82170.7361298407, 80707.5301584563, 80297.6298383667, 82313.2957842093, 83251.635659633, 83990.6370715475, 84250.2982181159, 83949.3916170334, 84286.7199847517, 85479.5883706247, 85920.7233665968, 86541.0286208232, 86870.3377153159, 87149.4474751293, 88625.687746917, 92884.2689074362)))",Single Family and Multi Family
459101,237,92000,200000,1,5,8,0,202,38.52320675105485,140,79,0,18,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4591.01, Allegheny County, Pennsylvania",691,36,"list(list(c(1299618.83439836, 1300108.62310966, 1301542.76519387, 1301892.79094474, 1302492.37644893, 1303203.55387728, 1303490.60372999, 1303545.04306665, 1303431.27536884, 1302763.57923742, 1302123.6297767, 1301506.03534709, 1301319.51962857, 1302953.18068472, 1304489.45339356, 1305822.21386156, 1307930.52168003, 1309180.86418348, 1310581.75639132, 1310090.53170339, 1307665.72302793, 1308984.07456145, 1308499.44774602, 1307857.19177925, 1305694.4189841, 1304538.87513466, 1303812.75382251, 1302753.30206158, 
1302554.82055762, 1301985.45527791, 1301369.85368229, 1301107.68765578, 1300895.86941654, 1301205.15042757, 1301082.82095055, 1300261.23886031, 1299733.80922886, 1299618.83439836, 129654.251237498, 130438.517282299, 130742.829023496, 130501.686778373, 131134.612754189, 130329.482686457, 130557.741358955, 131249.492538541, 131673.617199713, 132037.602666422, 133132.001324287, 133926.554560509, 136130.6767617, 135554.764895716, 134723.230851289, 133670.323375241, 132649.782425178, 132235.354479081, 
131881.756670952, 131071.813670571, 126862.457651253, 123330.904039985, 123348.552064834, 124062.691631128, 123860.043474535, 124729.096524685, 125030.873111642, 124911.78762089, 126057.393352878, 127053.616625355, 127574.384433724, 127171.598681058, 127481.088500477, 127575.667124588, 128262.47284769, 129079.841803114, 129075.1654439, 129654.251237498)))",Single Family only
459102,963,111000,205000,2,48,15,0,777,37.611630321910695,517,343,1,102,0,1,57335000,1,0,0,0,0,"Census Tract 4591.02, Allegheny County, Pennsylvania",2431,141,"list(list(c(1299233.37995764, 1299554.4356801, 1300211.92707173, 1300218.5415785, 1300895.86941654, 1301107.68765578, 1301369.85368229, 1301985.45527791, 1302554.82055762, 1302753.30206158, 1303812.75382251, 1304538.87513466, 1305694.4189841, 1307857.19177925, 1308499.44774602, 1308984.07456145, 1309105.94648638, 1309846.39326052, 1310349.04520342, 1310994.72259161, 1311007.74586999, 1311220.01861113, 1310787.9588855, 1311136.70539496, 1310754.93195431, 1308883.77609835, 1308339.7775882, 1307386.14698971, 
1306244.82288138, 1305150.39103897, 1304425.24338395, 1304238.78481666, 1303899.15573201, 1303220.26394983, 1302050.75977196, 1301296.28796657, 1300936.00579171, 1300090.20575234, 1299932.56276831, 1299092.94306997, 1299174.31277996, 1298913.8966431, 1299104.21823475, 1299648.47423819, 1300175.65013548, 1300171.09024942, 1299243.83790776, 1298962.14677524, 1299233.37995764, 122701.390751663, 123107.261650691, 125788.417705433, 127340.592633035, 127481.088500477, 127171.598681058, 127574.384433724, 
127053.616625355, 126057.393352878, 124911.78762089, 125030.873111642, 124729.096524685, 123860.043474535, 124062.691631128, 123348.552064834, 123330.904039985, 122943.399661465, 120870.724225268, 119208.418807926, 118051.042840588, 117967.220297633, 117197.10269991, 115942.670801623, 115143.313492914, 115344.722489735, 115956.453930053, 115997.231271768, 114776.103884714, 114509.659159496, 114521.53914775, 114264.137403989, 114600.596827793, 114733.52357869, 115143.354700769, 115017.12071404, 115169.581065025, 
116143.999906031, 116806.399766588, 118158.293066187, 118508.55515525, 118872.242518577, 119979.145910194, 120397.029678129, 120740.20589528, 120598.73222789, 121106.592648422, 121354.674841803, 121855.293030811, 122701.390751663)))",Single Family and Multi Family
459201,814,94000,179000,0,31,11,1,682,37.88697788697789,451,299,0,64,0,2,44017500,1,1,0,0,0,"Census Tract 4592.01, Allegheny County, Pennsylvania",2890,181,"list(list(c(1294292.79810805, 1294820.51938507, 1295452.72442699, 1295799.10386593, 1295442.76523416, 1295800.74770528, 1296643.3864959, 1297435.79249555, 1297560.4289518, 1297962.95156961, 1297271.94704454, 1297567.58728834, 1297935.69038881, 1299092.94306997, 1299932.56276831, 1300090.20575234, 1300936.00579171, 1301296.28796657, 1302050.75977196, 1303220.26394983, 1303899.15573201, 1304238.78481666, 1304425.24338395, 1305150.39103897, 1306244.82288138, 1307386.14698971, 1308339.7775882, 1308883.77609835, 
1310754.93195431, 1311136.70539496, 1311048.55933102, 1311347.23439917, 1311888.19767103, 1312067.11495643, 1313211.71251915, 1316325.94371022, 1317098.75738416, 1317378.06880844, 1316963.30107049, 1317154.19882238, 1317404.27231738, 1318828.86233043, 1319736.77607571, 1319790.76917629, 1318889.89918166, 1318167.59400306, 1318353.78120922, 1317243.57243533, 1316788.46024334, 1316325.67054523, 1316962.93907747, 1316412.62868837, 1315592.16911972, 1315171.20905817, 1314349.87396162, 1314479.63305054, 
1314765.33355491, 1314719.64312771, 1314110.32622573, 1314154.35170377, 1312491.91428963, 1311497.0851779, 1311691.9666804, 1311193.94181086, 1310979.63306901, 1310042.51750517, 1310170.59527871, 1308586.17751956, 1307410.70509382, 1306281.45039091, 1305659.15373311, 1304770.33840718, 1304441.83552778, 1303388.56900769, 1303253.12030621, 1301088.85730312, 1300053.87297287, 1298994.85525489, 1296549.41436349, 1295238.40230913, 1295090.56225359, 1294783.04598099, 1294078.1603258, 1294349.94246424, 
1294570.11823436, 1294235.78947991, 1294392.20969693, 1294261.19556691, 1294292.79810805, 115434.510748978, 115876.823618901, 115894.146799576, 116373.986227206, 117102.351403301, 117140.831070615, 116748.81798795, 116711.426002595, 115688.473292707, 116506.484951543, 117685.536421984, 118354.890257479, 118607.804175655, 118508.55515525, 118158.293066187, 116806.399766588, 116143.999906031, 115169.581065025, 115017.12071404, 115143.354700769, 114733.52357869, 114600.596827793, 114264.137403989, 114521.53914775, 
114509.659159496, 114776.103884714, 115997.231271768, 115956.453930053, 115344.722489735, 115143.313492914, 113871.841202881, 113297.283376342, 112662.547115823, 112586.598017599, 111478.028381693, 112332.823392138, 112554.302306577, 112195.027405567, 111694.503043532, 109907.747369776, 109598.833303859, 109048.655336524, 108244.570508969, 108067.436567742, 108347.931718535, 108206.673301583, 107933.755046631, 107031.742574733, 107339.27575321, 105623.044306764, 105087.878926421, 104194.099631869, 
104784.174878843, 101614.718491564, 101640.999347519, 100499.190130237, 100114.563573905, 99385.0085870078, 98131.3041072634, 97895.3802337063, 98777.0486929595, 100414.804090281, 101545.235320132, 101731.210708199, 102749.235019667, 102920.607372532, 103510.130179878, 103406.926642659, 103813.462634787, 104420.714007896, 104956.120496334, 105299.505233769, 105163.850452294, 105280.00223186, 105488.947722895, 105958.46180402, 106471.185196985, 106157.225919968, 103419.407858874, 102387.655713826, 
104574.372159087, 105590.789235573, 107425.314484339, 107692.539343682, 109042.661298397, 110262.129686664, 111254.642361463, 113578.669311522, 115434.510748978), c(1313837.91918416, 1314207.28442701, 1314882.82645359, 1314050.06533552, 1313008.7005737, 1313837.91918416, 103078.941802341, 103315.30633059, 104314.259050179, 105157.674285684, 104483.240782613, 103078.941802341)))",Single Family and Multi Family
459202,197,56000,95000,0,8,0,0,169,33.756345177664976,149,38,0,10,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4592.02, Allegheny County, Pennsylvania",489,26,"list(list(c(1313008.7005737, 1314050.06533552, 1314882.82645359, 1314207.28442701, 1313837.91918416, 1313008.7005737, 104483.240782613, 105157.674285684, 104314.259050179, 103315.30633059, 103078.941802341, 104483.240782613)))",Single Family only
460001,634,82000,155000,2,10,8,0,537,39.58990536277602,353,214,0,67,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4600.01, Allegheny County, Pennsylvania",2045,110,"list(list(c(1307665.72302793, 1310090.53170339, 1310581.75639132, 1314023.39324701, 1315204.27001632, 1315035.45398294, 1314935.0357252, 1317274.96608266, 1318281.44707331, 1318303.27367872, 1319321.66473164, 1319370.70152756, 1319139.12965024, 1317349.77164992, 1316497.53547272, 1315830.37917704, 1314411.97762806, 1313631.25002108, 1313303.29278028, 1312745.38236246, 1312325.68412833, 1311211.55556808, 1310186.61738841, 1308984.07456145, 1307665.72302793, 126862.457651253, 131071.813670571, 131881.756670952, 
130666.450614637, 130104.791055143, 129646.114405833, 128509.102606955, 127246.567541831, 125256.640017121, 125013.670548673, 122921.778350004, 122830.794408434, 121353.96083869, 121150.405198913, 120833.030005276, 121234.896903664, 121727.515171144, 122904.869655077, 123331.122050404, 123580.667549035, 123733.881669397, 123915.884376052, 123827.240188606, 123330.904039985, 126862.457651253)))",Single Family only
460002,420,82000,165000,1,13,11,0,355,39.785714285714285,226,165,0,29,0,3,10435000,1,1,0,0,1,"Census Tract 4600.02, Allegheny County, Pennsylvania",1579,102,"list(list(c(1308984.07456145, 1310186.61738841, 1311211.55556808, 1312325.68412833, 1312745.38236246, 1313303.29278028, 1313631.25002108, 1314411.97762806, 1315830.37917704, 1316497.53547272, 1317349.77164992, 1319139.12965024, 1319206.03868861, 1319691.59518298, 1320117.17945588, 1320483.44012923, 1320366.95046283, 1319704.6060649, 1319249.35914976, 1320256.4048277, 1320326.98761097, 1320848.83009739, 1320825.06007257, 1320189.34487461, 1319739.84173901, 1319044.15801628, 1316283.04043241, 1315814.17052148, 
1316325.94371022, 1313211.71251915, 1312067.11495643, 1311888.19767103, 1311347.23439917, 1311048.55933102, 1311136.70539496, 1310787.9588855, 1311220.01861113, 1311007.74586999, 1310994.72259161, 1310349.04520342, 1309846.39326052, 1309105.94648638, 1308984.07456145, 123330.904039985, 123827.240188606, 123915.884376052, 123733.881669397, 123580.667549035, 123331.122050404, 122904.869655077, 121727.515171144, 121234.896903664, 120833.030005276, 121150.405198913, 121353.96083869, 121327.008059424, 
120949.80843899, 119988.147155554, 119613.811018755, 118956.869144966, 119272.84324964, 118410.715948301, 118034.789598416, 117430.038230927, 117694.832933108, 117307.663843691, 116825.421875968, 115836.289694119, 115434.783450562, 115695.615897362, 115375.538775452, 112332.823392138, 111478.028381693, 112586.598017599, 112662.547115823, 113297.283376342, 113871.841202881, 115143.313492914, 115942.670801623, 117197.10269991, 117967.220297633, 118051.042840588, 119208.418807926, 120870.724225268, 
122943.399661465, 123330.904039985)))",Single Family and Multi Family
461000,72,65000,86000,1,2,1,0,57,41.80555555555556,43,23,0,6,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4610, Allegheny County, Pennsylvania",565,48,"list(list(c(1298588.57804841, 1300588.95823729, 1302034.44341063, 1303076.05378737, 1304645.34555805, 1305620.25286519, 1307093.94859149, 1309459.76048047, 1311610.60514627, 1312748.61270849, 1315434.16588556, 1317334.40074075, 1317919.10259785, 1318423.75100711, 1320140.70933922, 1321144.88276155, 1321903.0939301, 1323565.26456058, 1323922.85067124, 1320948.88147318, 1320476.06604952, 1320158.46798826, 1317267.33963343, 1315204.27001632, 1314023.39324701, 1310581.75639132, 1309180.86418348, 1307930.52168003, 
1305822.21386156, 1304489.45339356, 1302953.18068472, 1301319.51962857, 1300563.51350509, 1300044.74541671, 1298647.21902686, 1298117.73545645, 1298588.57804841, 139236.509561154, 138614.507404469, 138110.451390085, 137594.681646788, 136553.026722428, 136166.415200054, 135931.247310429, 135258.407179237, 134726.526008486, 134214.021101785, 132846.385990801, 131656.645094898, 131405.385214073, 131177.076348695, 130703.613368958, 130219.17414409, 129546.74880806, 127789.852505752, 127260.531883553, 
126913.506481848, 127005.316335652, 127084.573434988, 129022.52858777, 130104.791055143, 130666.450614637, 131881.756670952, 132235.354479081, 132649.782425178, 133670.323375241, 134723.230851289, 135554.764895716, 136130.6767617, 136604.698636031, 137026.230847473, 138435.189812309, 139458.105464066, 139236.509561154)))",Single Family only
462100,151,72000,125000,0,8,6,0,126,40,110,29,0,12,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4621, Allegheny County, Pennsylvania",1113,114,"list(list(c(1315035.45398294, 1315204.27001632, 1317267.33963343, 1320158.46798826, 1320476.06604952, 1320948.88147318, 1323922.85067124, 1324269.1381056, 1324983.15355393, 1327415.56392088, 1327814.40383593, 1328211.05962503, 1329096.19849279, 1329231.67616343, 1325729.3920713, 1325536.92620466, 1324407.08883359, 1324391.51327507, 1324148.46315854, 1322720.68491528, 1321505.67246869, 1319505.03219489, 1319529.38072094, 1319370.70152756, 1319321.66473164, 1318303.27367872, 1318281.44707331, 1317274.96608266, 
1314935.0357252, 1315035.45398294, 129646.114405833, 130104.791055143, 129022.52858777, 127084.573434988, 127005.316335652, 126913.506481848, 127260.531883553, 126776.350062911, 126015.182294286, 123777.296049519, 123475.101666033, 123142.720534609, 121595.327897818, 121120.827326325, 121182.678598623, 121198.384806851, 121216.175410183, 121216.591871912, 121526.33885745, 120884.81728414, 122126.037004354, 122765.212926009, 122935.498630822, 122830.794408434, 122921.778350004, 125013.670548673, 125256.640017121, 
127246.567541831, 128509.102606955, 129646.114405833)))",Single Family only
462600,110,54000,64000,1,2,2,0,93,40.18181818181818,59,44,0,7,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4626, Allegheny County, Pennsylvania",1432,124,"list(list(c(1319139.12965024, 1319370.70152756, 1319529.38072094, 1319505.03219489, 1321505.67246869, 1322720.68491528, 1324148.46315854, 1324391.51327507, 1324233.49366107, 1324174.68825494, 1323697.95970114, 1323312.05096166, 1322737.17965623, 1322127.75197789, 1321325.61382479, 1320753.21304181, 1320483.44012923, 1320117.17945588, 1319691.59518298, 1319206.03868861, 1319139.12965024, 121353.96083869, 122830.794408434, 122935.498630822, 122765.212926009, 122126.037004354, 120884.81728414, 121526.33885745, 
121216.591871912, 121219.359676917, 119468.150006674, 119326.001128279, 119207.671666614, 119028.806176864, 118796.938142017, 119339.68038182, 119263.579205425, 119613.811018755, 119988.147155554, 120949.80843899, 121327.008059424, 121353.96083869)))",Single Family only
