EntFlag,RecNo,State,MSA,County,Tract,PctMinority,MedIncome,areaMedIncome,TractIncomeRatio,areaMedFamInc,UPB,Purpose,InstType,FedGuaran,UndAreaIndi,LienStat,year,LTV,NoteDate,Term,numUnits,rate,amt,propVal,prepayPenalty,balloon,interestOnly,negAmort,other,pctAfford,constMethod,Rural,MissDelta,Appalachia,persPov,consPov,HiOpp,QOZ,FamilyType
2,527,42,38300,003,080900,24.9,83882,77741,1.079,82300,1165000,7,1,1,NA,1,2020,71.16,1,120,1,4.08,1165000,1645000,117,1,9,9,9,0,1,0,0,0,0,0,0,0,mf
2,554,42,38300,003,490002,8.29,74413,77741,0.9572,82300,30075000,1,1,1,NA,1,2020,80,1,120,5,2.9499999999999997,30075000,37595000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,627,42,38300,003,484300,28.91,71944,77741,0.9254,82300,40505000,1,1,1,NA,1,2020,79.74000000000001,1,120,5,2.67,40505000,50805000,114,1,1,9,9,0,1,0,0,0,0,1,0,0,mf
2,647,42,38300,003,526302,8.84,80658,77741,1.0374999999999999,82300,4385000,7,1,1,NA,1,2020,60.720000000000006,1,120,3,3.58,4385000,7225000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,658,42,38300,003,563200,36.290000000000006,96597,77741,1.2425,82300,40505000,1,1,1,NA,1,2020,75,1,120,5,2.3299999999999996,40505000,54005000,12,1,1,9,9,0,1,0,0,0,0,1,0,0,mf
2,1053,42,38300,003,475101,6.930000000000001,78954,77741,1.0155999999999998,82300,45155000,1,1,1,NA,1,2020,70,1,120,5,2.65,45155000,64505000,24,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,1652,42,38300,003,519000,19.36,105313,77741,1.3547,82300,185000,7,1,1,NA,1,2020,75,1,120,9,3.59,50885000,67855000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,1661,42,38300,003,140500,65.86999999999999,84821,77741,1.0911,82300,2525000,7,1,1,NA,1,2020,72.8,1,120,1,4.23,2525000,3475000,117,1,9,9,9,0,1,0,0,0,0,0,0,0,mf
2,1664,42,38300,003,562000,34.71,67500,77741,0.8683000000000001,82300,1735000,7,1,1,NA,1,2020,71.44000000000001,1,120,1,4.08,1735000,2435000,117,1,9,9,9,0,1,0,0,0,0,1,0,0,mf
2,1735,42,38300,003,050900,96.59,19076,77741,0.24540000000000003,82300,2505000,7,1,1,NA,1,2020,50,1,84,4,2.613,2505000,5005000,12,1,9,9,9,93,1,0,0,0,0,1,0,1,mf
2,2063,42,38300,003,523702,27.72,67694,77741,0.8708000000000001,82300,7205000,7,1,1,NA,1,2020,58.42,1,120,5,2.56,7205000,12325000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
